date,location,population,new_cases,total_cases,new_deaths,total_deaths,new_vaccinations,total_vaccinations,moving_avg_7d,cases_per_100k,vaccination_pct,case_fatality_rate
2021-08-02,Kosovo,1800000,742,320023,8,3549,355,33967,731.7,17779.06,1.89,1.109
2021-08-03,Kosovo,1800000,752,320775,9,3558,346,34313,734.9,17820.83,1.91,1.109
2021-08-04,Kosovo,1800000,740,321515,8,3566,328,34641,739.0,17861.94,1.92,1.109
2021-08-05,Kosovo,1800000,726,322241,9,3575,452,35093,742.9,17902.28,1.95,1.109
2021-08-06,Kosovo,1800000,766,323007,9,3584,325,35418,741.9,17944.83,1.97,1.11
2021-08-07,Kosovo,1800000,795,323802,9,3593,424,35842,750.3,17989.0,1.99,1.11
2021-08-08,Kosovo,1800000,755,324557,8,3601,370,36212,753.7,18030.94,2.01,1.11
2021-08-09,Kosovo,1800000,753,325310,8,3609,321,36533,755.3,18072.78,2.03,1.109
2021-08-10,Kosovo,1800000,765,326075,9,3618,463,36996,757.1,18115.28,2.06,1.11
2021-08-11,Kosovo,1800000,736,326811,8,3626,393,37389,756.6,18156.17,2.08,1.11
2021-08-12,Kosovo,1800000,756,327567,9,3635,416,37805,760.9,18198.17,2.1,1.11
2021-08-13,Kosovo,1800000,787,328354,8,3643,420,38225,763.9,18241.89,2.12,1.109
2021-08-14,Kosovo,1800000,778,329132,9,3652,328,38553,761.4,18285.11,2.14,1.11
2021-08-15,Kosovo,1800000,775,329907,9,3661,340,38893,764.3,18328.17,2.16,1.11
2021-08-16,Kosovo,1800000,779,330686,9,3670,433,39326,768.0,18371.44,2.18,1.11
2021-08-17,Kosovo,1800000,794,331480,9,3679,485,39811,772.1,18415.56,2.21,1.11
2021-08-18,Kosovo,1800000,806,332286,10,3689,375,40186,782.1,18460.33,2.23,1.11
2021-08-19,Kosovo,1800000,811,333097,10,3699,397,40583,790.0,18505.39,2.25,1.11
2021-08-20,Kosovo,1800000,781,333878,9,3708,389,40972,789.1,18548.78,2.28,1.111
2021-08-21,Kosovo,1800000,831,334709,9,3717,452,41424,796.7,18594.94,2.3,1.111
2021-08-22,Kosovo,1800000,802,335511,8,3725,335,41759,800.6,18639.5,2.32,1.11
2021-08-23,Kosovo,1800000,832,336343,9,3734,356,42115,808.1,18685.72,2.34,1.11
2021-08-24,Kosovo,1800000,793,337136,9,3743,337,42452,808.0,18729.78,2.36,1.11
2021-08-25,Kosovo,1800000,805,337941,9,3752,429,42881,807.9,18774.5,2.38,1.11
2021-08-26,Kosovo,1800000,848,338789,10,3762,355,43236,813.1,18821.61,2.4,1.11
2021-08-27,Kosovo,1800000,808,339597,9,3771,396,43632,817.0,18866.5,2.42,1.11
2021-08-28,Kosovo,1800000,830,340427,10,3781,406,44038,816.9,18912.61,2.45,1.111
2021-08-29,Kosovo,1800000,820,341247,8,3789,479,44517,819.4,18958.17,2.47,1.11
2021-08-30,Kosovo,1800000,827,342074,10,3799,464,44981,818.7,19004.11,2.5,1.111
2021-08-31,Kosovo,1800000,813,342887,9,3808,493,45474,821.6,19049.28,2.53,1.111
2021-09-01,Kosovo,1800000,883,343770,10,3818,464,45938,832.7,19098.33,2.55,1.111
2021-09-02,Kosovo,1800000,852,344622,10,3828,458,46396,833.3,19145.67,2.58,1.111
2021-09-03,Kosovo,1800000,850,345472,9,3837,378,46774,839.3,19192.89,2.6,1.111
2021-09-04,Kosovo,1800000,854,346326,10,3847,474,47248,842.7,19240.33,2.62,1.111
2021-09-05,Kosovo,1800000,848,347174,10,3857,368,47616,846.7,19287.44,2.65,1.111
2021-09-06,Kosovo,1800000,843,348017,10,3867,410,48026,849.0,19334.28,2.67,1.111
2021-09-07,Kosovo,1800000,882,348899,10,3877,477,48503,858.9,19383.28,2.69,1.111
2021-09-08,Kosovo,1800000,856,349755,10,3887,378,48881,855.0,19430.83,2.72,1.111
2021-09-09,Kosovo,1800000,889,350644,10,3897,410,49291,860.3,19480.22,2.74,1.111
2021-09-10,Kosovo,1800000,882,351526,11,3908,433,49724,864.9,19529.22,2.76,1.112
2021-09-11,Kosovo,1800000,869,352395,10,3918,478,50202,867.0,19577.5,2.79,1.112
2021-09-12,Kosovo,1800000,889,353284,11,3929,464,50666,872.9,19626.89,2.81,1.112
2021-09-13,Kosovo,1800000,869,354153,10,3939,550,51216,876.6,19675.17,2.85,1.112
2021-09-14,Kosovo,1800000,910,355063,11,3950,509,51725,880.6,19725.72,2.87,1.112
2021-09-15,Kosovo,1800000,897,355960,11,3961,396,52121,886.4,19775.56,2.9,1.113
2021-09-16,Kosovo,1800000,900,356860,10,3971,416,52537,888.0,19825.56,2.92,1.113
2021-09-17,Kosovo,1800000,874,357734,9,3980,458,52995,886.9,19874.11,2.94,1.113
2021-09-18,Kosovo,1800000,906,358640,10,3990,422,53417,892.1,19924.44,2.97,1.113
2021-09-19,Kosovo,1800000,894,359534,10,4000,547,53964,892.9,19974.11,3.0,1.113
2021-09-20,Kosovo,1800000,876,360410,10,4010,536,54500,893.9,20022.78,3.03,1.113
2021-09-21,Kosovo,1800000,899,361309,10,4020,526,55026,892.3,20072.72,3.06,1.113
2021-09-22,Kosovo,1800000,926,362235,11,4031,524,55550,896.4,20124.17,3.09,1.113
2021-09-23,Kosovo,1800000,918,363153,11,4042,420,55970,899.0,20175.17,3.11,1.113
2021-09-24,Kosovo,1800000,914,364067,10,4052,569,56539,904.7,20225.94,3.14,1.113
2021-09-25,Kosovo,1800000,917,364984,10,4062,548,57087,906.3,20276.89,3.17,1.113
2021-09-26,Kosovo,1800000,912,365896,10,4072,555,57642,908.9,20327.56,3.2,1.113
2021-09-27,Kosovo,1800000,919,366815,11,4083,508,58150,915.0,20378.61,3.23,1.113
2021-09-28,Kosovo,1800000,880,367695,10,4093,505,58655,912.3,20427.5,3.26,1.113
2021-09-29,Kosovo,1800000,929,368624,11,4104,521,59176,912.7,20479.11,3.29,1.113
2021-09-30,Kosovo,1800000,906,369530,11,4115,489,59665,911.0,20529.44,3.31,1.114
2021-10-01,Kosovo,1800000,914,370444,10,4125,558,60223,911.0,20580.22,3.35,1.114
2021-10-02,Kosovo,1800000,923,371367,10,4135,547,60770,911.9,20631.5,3.38,1.113
2021-10-03,Kosovo,1800000,898,372265,10,4145,474,61244,909.9,20681.39,3.4,1.113
2021-10-04,Kosovo,1800000,925,373190,11,4156,405,61649,910.7,20732.78,3.42,1.114
2021-10-05,Kosovo,1800000,906,374096,11,4167,600,62249,914.4,20783.11,3.46,1.114
2021-10-06,Kosovo,1800000,895,374991,10,4177,437,62686,909.6,20832.83,3.48,1.114
2021-10-07,Kosovo,1800000,934,375925,11,4188,613,63299,913.6,20884.72,3.52,1.114
2021-10-08,Kosovo,1800000,906,376831,10,4198,559,63858,912.4,20935.06,3.55,1.114
2021-10-09,Kosovo,1800000,925,377756,11,4209,493,64351,912.7,20986.44,3.58,1.114
2021-10-10,Kosovo,1800000,951,378707,11,4220,414,64765,920.3,21039.28,3.6,1.114
2021-10-11,Kosovo,1800000,893,379600,11,4231,581,65346,915.7,21088.89,3.63,1.115
2021-10-12,Kosovo,1800000,923,380523,10,4241,518,65864,918.1,21140.17,3.66,1.115
2021-10-13,Kosovo,1800000,909,381432,10,4251,540,66404,920.1,21190.67,3.69,1.114
2021-10-14,Kosovo,1800000,952,382384,12,4263,547,66951,922.7,21243.56,3.72,1.115
2021-10-15,Kosovo,1800000,937,383321,11,4274,479,67430,927.1,21295.61,3.75,1.115
2021-10-16,Kosovo,1800000,917,384238,11,4285,440,67870,926.0,21346.56,3.77,1.115
2021-10-17,Kosovo,1800000,913,385151,10,4295,593,68463,920.6,21397.28,3.8,1.115
2021-10-18,Kosovo,1800000,932,386083,11,4306,538,69001,926.1,21449.06,3.83,1.115
2021-10-19,Kosovo,1800000,893,386976,10,4316,499,69500,921.9,21498.67,3.86,1.115
2021-10-20,Kosovo,1800000,897,387873,10,4326,478,69978,920.1,21548.5,3.89,1.115
2021-10-21,Kosovo,1800000,938,388811,11,4337,648,70626,918.1,21600.61,3.92,1.115
2021-10-22,Kosovo,1800000,912,389723,11,4348,525,71151,914.6,21651.28,3.95,1.116
2021-10-23,Kosovo,1800000,929,390652,11,4359,461,71612,916.3,21702.89,3.98,1.116
2021-10-24,Kosovo,1800000,926,391578,10,4369,521,72133,918.1,21754.33,4.01,1.116
2021-10-25,Kosovo,1800000,937,392515,11,4380,479,72612,918.9,21806.39,4.03,1.116
2021-10-26,Kosovo,1800000,876,393391,10,4390,446,73058,916.4,21855.06,4.06,1.116
2021-10-27,Kosovo,1800000,901,394292,10,4400,508,73566,917.0,21905.11,4.09,1.116
2021-10-28,Kosovo,1800000,915,395207,10,4410,631,74197,913.7,21955.94,4.12,1.116
2021-10-29,Kosovo,1800000,903,396110,10,4420,548,74745,912.4,22006.11,4.15,1.116
2021-10-30,Kosovo,1800000,871,396981,10,4430,465,75210,904.1,22054.5,4.18,1.116
2021-10-31,Kosovo,1800000,888,397869,11,4441,547,75757,898.7,22103.83,4.21,1.116
2021-11-01,Kosovo,1800000,902,398771,11,4452,486,76243,893.7,22153.94,4.24,1.116
2021-11-02,Kosovo,1800000,865,399636,10,4462,622,76865,892.1,22202.0,4.27,1.117
2021-11-03,Kosovo,1800000,886,400522,10,4472,470,77335,890.0,22251.22,4.3,1.117
2021-11-04,Kosovo,1800000,874,401396,10,4482,515,77850,884.1,22299.78,4.32,1.117
2021-11-05,Kosovo,1800000,879,402275,10,4492,514,78364,880.7,22348.61,4.35,1.117
2021-11-06,Kosovo,1800000,886,403161,10,4502,562,78926,882.9,22397.83,4.38,1.117
2021-11-07,Kosovo,1800000,856,404017,10,4512,475,79401,878.3,22445.39,4.41,1.117
2021-11-08,Kosovo,1800000,821,404838,10,4522,543,79944,866.7,22491.0,4.44,1.117
2021-11-09,Kosovo,1800000,867,405705,10,4532,594,80538,867.0,22539.17,4.47,1.117
2021-11-10,Kosovo,1800000,833,406538,9,4541,636,81174,859.4,22585.44,4.51,1.117
2021-11-11,Kosovo,1800000,840,407378,10,4551,599,81773,854.6,22632.11,4.54,1.117
2021-11-12,Kosovo,1800000,866,408244,10,4561,612,82385,852.7,22680.22,4.58,1.117
2021-11-13,Kosovo,1800000,841,409085,9,4570,506,82891,846.3,22726.94,4.61,1.117
2021-11-14,Kosovo,1800000,841,409926,9,4579,673,83564,844.1,22773.67,4.64,1.117
2021-11-15,Kosovo,1800000,870,410796,11,4590,501,84065,851.1,22822.0,4.67,1.117
2021-11-16,Kosovo,1800000,857,411653,10,4600,492,84557,849.7,22869.61,4.7,1.117
2021-11-17,Kosovo,1800000,854,412507,10,4610,497,85054,852.7,22917.06,4.73,1.118
2021-11-18,Kosovo,1800000,825,413332,8,4618,519,85573,850.6,22962.89,4.75,1.117
2021-11-19,Kosovo,1800000,833,414165,10,4628,580,86153,845.9,23009.17,4.79,1.117
2021-11-20,Kosovo,1800000,850,415015,11,4639,497,86650,847.1,23056.39,4.81,1.118
2021-11-21,Kosovo,1800000,861,415876,10,4649,595,87245,850.0,23104.22,4.85,1.118
2021-11-22,Kosovo,1800000,821,416697,9,4658,526,87771,843.0,23149.83,4.88,1.118
2021-11-23,Kosovo,1800000,850,417547,9,4667,614,88385,842.0,23197.06,4.91,1.118
2021-11-24,Kosovo,1800000,831,418378,9,4676,704,89089,838.7,23243.22,4.95,1.118
2021-11-25,Kosovo,1800000,815,419193,9,4685,601,89690,837.3,23288.5,4.98,1.118
2021-11-26,Kosovo,1800000,834,420027,9,4694,625,90315,837.4,23334.83,5.02,1.118
2021-11-27,Kosovo,1800000,797,420824,9,4703,656,90971,829.9,23379.11,5.05,1.118
2021-11-28,Kosovo,1800000,803,421627,10,4713,688,91659,821.6,23423.72,5.09,1.118
2021-11-29,Kosovo,1800000,773,422400,9,4722,695,92354,814.7,23466.67,5.13,1.118
2021-11-30,Kosovo,1800000,836,423236,10,4732,698,93052,812.7,23513.11,5.17,1.118
2021-12-01,Kosovo,1800000,812,424048,9,4741,634,93686,810.0,23558.22,5.2,1.118
2021-12-02,Kosovo,1800000,802,424850,9,4750,702,94388,808.1,23602.78,5.24,1.118
2021-12-03,Kosovo,1800000,804,425654,9,4759,733,95121,803.9,23647.44,5.28,1.118
2021-12-04,Kosovo,1800000,778,426432,9,4768,552,95673,801.1,23690.67,5.32,1.118
2021-12-05,Kosovo,1800000,785,427217,9,4777,546,96219,798.6,23734.28,5.35,1.118
2021-12-06,Kosovo,1800000,811,428028,9,4786,530,96749,804.0,23779.33,5.37,1.118
2021-12-07,Kosovo,1800000,773,428801,9,4795,640,97389,795.0,23822.28,5.41,1.118
2021-12-08,Kosovo,1800000,763,429564,9,4804,765,98154,788.0,23864.67,5.45,1.118
2021-12-09,Kosovo,1800000,779,430343,9,4813,557,98711,784.7,23907.94,5.48,1.118
2021-12-10,Kosovo,1800000,750,431093,9,4822,558,99269,777.0,23949.61,5.51,1.119
2021-12-11,Kosovo,1800000,748,431841,8,4830,654,99923,772.7,23991.17,5.55,1.118
2021-12-12,Kosovo,1800000,753,432594,9,4839,540,100463,768.1,24033.0,5.58,1.119
2021-12-13,Kosovo,1800000,722,433316,8,4847,744,101207,755.4,24073.11,5.62,1.119
2021-12-14,Kosovo,1800000,734,434050,9,4856,708,101915,749.9,24113.89,5.66,1.119
2021-12-15,Kosovo,1800000,719,434769,7,4863,739,102654,743.6,24153.83,5.7,1.119
2021-12-16,Kosovo,1800000,681,435450,7,4870,656,103310,729.6,24191.67,5.74,1.118
2021-12-17,Kosovo,1800000,704,436154,8,4878,573,103883,723.0,24230.78,5.77,1.118
2021-12-18,Kosovo,1800000,722,436876,8,4886,556,104439,719.3,24270.89,5.8,1.118
2021-12-19,Kosovo,1800000,690,437566,8,4894,623,105062,710.3,24309.22,5.84,1.118
2021-12-20,Kosovo,1800000,723,438289,8,4902,706,105768,710.4,24349.39,5.88,1.118
2021-12-21,Kosovo,1800000,660,438949,8,4910,759,106527,699.9,24386.06,5.92,1.119
2021-12-22,Kosovo,1800000,688,439637,8,4918,706,107233,695.4,24424.28,5.96,1.119
2021-12-23,Kosovo,1800000,681,440318,7,4925,625,107858,695.4,24462.11,5.99,1.119
2021-12-24,Kosovo,1800000,659,440977,7,4932,586,108444,689.0,24498.72,6.02,1.118
2021-12-25,Kosovo,1800000,653,441630,8,4940,767,109211,679.1,24535.0,6.07,1.119
2021-12-26,Kosovo,1800000,669,442299,7,4947,731,109942,676.1,24572.17,6.11,1.118
2021-12-27,Kosovo,1800000,611,442910,7,4954,602,110544,660.1,24606.11,6.14,1.119
2021-12-28,Kosovo,1800000,648,443558,7,4961,784,111328,658.4,24642.11,6.18,1.118
2021-12-29,Kosovo,1800000,645,444203,8,4969,730,112058,652.3,24677.94,6.23,1.119
2021-12-30,Kosovo,1800000,632,444835,7,4976,733,112791,645.3,24713.06,6.27,1.119
2021-12-31,Kosovo,1800000,600,445435,7,4983,674,113465,636.9,24746.39,6.3,1.119
2022-01-01,Kosovo,1800000,630,446065,7,4990,704,114169,633.6,24781.39,6.34,1.119
2022-01-02,Kosovo,1800000,607,446672,7,4997,585,114754,624.7,24815.11,6.38,1.119
2022-01-03,Kosovo,1800000,585,447257,6,5003,762,115516,621.0,24847.61,6.42,1.119
2022-01-04,Kosovo,1800000,583,447840,7,5010,797,116313,611.7,24880.0,6.46,1.119
2022-01-05,Kosovo,1800000,589,448429,6,5016,770,117083,603.7,24912.72,6.5,1.119
2022-01-06,Kosovo,1800000,588,449017,6,5022,640,117723,597.4,24945.39,6.54,1.118
2022-01-07,Kosovo,1800000,572,449589,7,5029,590,118313,593.4,24977.17,6.57,1.119
2022-01-08,Kosovo,1800000,526,450115,6,5035,733,119046,578.6,25006.39,6.61,1.119
2022-01-09,Kosovo,1800000,534,450649,5,5040,776,119822,568.1,25036.06,6.66,1.118
2022-01-10,Kosovo,1800000,555,451204,7,5047,736,120558,563.9,25066.89,6.7,1.119
2022-01-11,Kosovo,1800000,539,451743,6,5053,795,121353,557.6,25096.83,6.74,1.119
2022-01-12,Kosovo,1800000,536,452279,6,5059,855,122208,550.0,25126.61,6.79,1.119
2022-01-13,Kosovo,1800000,529,452808,6,5065,591,122799,541.6,25156.0,6.82,1.119
2022-01-14,Kosovo,1800000,528,453336,6,5071,607,123406,535.3,25185.33,6.86,1.119
2022-01-15,Kosovo,1800000,533,453869,6,5077,829,124235,536.3,25214.94,6.9,1.119
2022-01-16,Kosovo,1800000,521,454390,7,5084,702,124937,534.4,25243.89,6.94,1.119
2022-01-17,Kosovo,1800000,491,454881,5,5089,803,125740,525.3,25271.17,6.99,1.119
2022-01-18,Kosovo,1800000,512,455393,6,5095,710,126450,521.4,25299.61,7.02,1.119
2022-01-19,Kosovo,1800000,519,455912,6,5101,755,127205,519.0,25328.44,7.07,1.119
2022-01-20,Kosovo,1800000,465,456377,5,5106,734,127939,509.9,25354.28,7.11,1.119
2022-01-21,Kosovo,1800000,472,456849,5,5111,729,128668,501.9,25380.5,7.15,1.119
2022-01-22,Kosovo,1800000,478,457327,5,5116,764,129432,494.0,25407.06,7.19,1.119
2022-01-23,Kosovo,1800000,464,457791,6,5122,776,130208,485.9,25432.83,7.23,1.119
2022-01-24,Kosovo,1800000,455,458246,5,5127,698,130906,480.7,25458.11,7.27,1.119
2022-01-25,Kosovo,1800000,439,458685,5,5132,634,131540,470.3,25482.5,7.31,1.119
2022-01-26,Kosovo,1800000,440,459125,4,5136,652,132192,459.0,25506.94,7.34,1.119
2022-01-27,Kosovo,1800000,410,459535,5,5141,658,132850,451.1,25529.72,7.38,1.119
2022-01-28,Kosovo,1800000,427,459962,5,5146,600,133450,444.7,25553.44,7.41,1.119
2022-01-29,Kosovo,1800000,419,460381,4,5150,840,134290,436.3,25576.72,7.46,1.119
2022-01-30,Kosovo,1800000,426,460807,6,5156,689,134979,430.9,25600.39,7.5,1.119
2022-01-31,Kosovo,1800000,408,461215,5,5161,629,135608,424.1,25623.06,7.53,1.119
2022-02-01,Kosovo,1800000,389,461604,4,5165,709,136317,417.0,25644.67,7.57,1.119
2022-02-02,Kosovo,1800000,417,462021,5,5170,755,137072,413.7,25667.83,7.62,1.119
2022-02-03,Kosovo,1800000,384,462405,4,5174,727,137799,410.0,25689.17,7.66,1.119
2022-02-04,Kosovo,1800000,352,462757,3,5177,886,138685,399.3,25708.72,7.7,1.119
2022-02-05,Kosovo,1800000,392,463149,5,5182,705,139390,395.4,25730.5,7.74,1.119
2022-02-06,Kosovo,1800000,363,463512,4,5186,691,140081,386.4,25750.67,7.78,1.119
2022-02-07,Kosovo,1800000,368,463880,4,5190,825,140906,380.7,25771.11,7.83,1.119
2022-02-08,Kosovo,1800000,354,464234,3,5193,756,141662,375.7,25790.78,7.87,1.119
2022-02-09,Kosovo,1800000,337,464571,3,5196,747,142409,364.3,25809.5,7.91,1.118
2022-02-10,Kosovo,1800000,344,464915,4,5200,644,143053,358.6,25828.61,7.95,1.118
2022-02-11,Kosovo,1800000,349,465264,4,5204,829,143882,358.1,25848.0,7.99,1.119
2022-02-12,Kosovo,1800000,317,465581,4,5208,808,144690,347.4,25865.61,8.04,1.119
2022-02-13,Kosovo,1800000,338,465919,4,5212,897,145587,343.9,25884.39,8.09,1.119
2022-02-14,Kosovo,1800000,321,466240,3,5215,909,146496,337.1,25902.22,8.14,1.119
2022-02-15,Kosovo,1800000,332,466572,3,5218,672,147168,334.0,25920.67,8.18,1.118
2022-02-16,Kosovo,1800000,328,466900,3,5221,722,147890,332.7,25938.89,8.22,1.118
2022-02-17,Kosovo,1800000,375,467275,4,5225,645,148535,337.1,25959.72,8.25,1.118
2022-02-18,Kosovo,1800000,327,467602,3,5228,741,149276,334.0,25977.89,8.29,1.118
2022-02-19,Kosovo,1800000,338,467940,4,5232,903,150179,337.0,25996.67,8.34,1.118
2022-02-20,Kosovo,1800000,309,468249,4,5236,850,151029,332.9,26013.83,8.39,1.118
2022-02-21,Kosovo,1800000,301,468550,3,5239,889,151918,330.0,26030.56,8.44,1.118
2022-02-22,Kosovo,1800000,341,468891,3,5242,902,152820,331.3,26049.5,8.49,1.118
2022-02-23,Kosovo,1800000,281,469172,3,5245,828,153648,324.6,26065.11,8.54,1.118
2022-02-24,Kosovo,1800000,338,469510,3,5248,869,154517,319.3,26083.89,8.58,1.118
2022-02-25,Kosovo,1800000,297,469807,4,5252,698,155215,315.0,26100.39,8.62,1.118
2022-02-26,Kosovo,1800000,295,470102,3,5255,934,156149,308.9,26116.78,8.67,1.118
2022-02-27,Kosovo,1800000,297,470399,3,5258,656,156805,307.1,26133.28,8.71,1.118
2022-02-28,Kosovo,1800000,339,470738,4,5262,760,157565,312.6,26152.11,8.75,1.118
2022-03-01,Kosovo,1800000,312,471050,3,5265,752,158317,308.4,26169.44,8.8,1.118
2022-03-02,Kosovo,1800000,333,471383,4,5269,772,159089,315.9,26187.94,8.84,1.118
2022-03-03,Kosovo,1800000,350,471733,4,5273,700,159789,317.6,26207.39,8.88,1.118
2022-03-04,Kosovo,1800000,307,472040,3,5276,822,160611,319.0,26224.44,8.92,1.118
2022-03-05,Kosovo,1800000,314,472354,3,5279,670,161281,321.7,26241.89,8.96,1.118
2022-03-06,Kosovo,1800000,315,472669,3,5282,712,161993,324.3,26259.39,9.0,1.117
2022-03-07,Kosovo,1800000,284,472953,3,5285,959,162952,316.4,26275.17,9.05,1.117
2022-03-08,Kosovo,1800000,329,473282,3,5288,863,163815,318.9,26293.44,9.1,1.117
2022-03-09,Kosovo,1800000,289,473571,2,5290,777,164592,312.6,26309.5,9.14,1.117
2022-03-10,Kosovo,1800000,296,473867,3,5293,851,165443,304.9,26325.94,9.19,1.117
2022-03-11,Kosovo,1800000,346,474213,4,5297,946,166389,310.4,26345.17,9.24,1.117
2022-03-12,Kosovo,1800000,285,474498,3,5300,756,167145,306.3,26361.0,9.29,1.117
2022-03-13,Kosovo,1800000,295,474793,3,5303,995,168140,303.4,26377.39,9.34,1.117
2022-03-14,Kosovo,1800000,282,475075,3,5306,868,169008,303.1,26393.06,9.39,1.117
2022-03-15,Kosovo,1800000,315,475390,3,5309,886,169894,301.1,26410.56,9.44,1.117
2022-03-16,Kosovo,1800000,273,475663,3,5312,1012,170906,298.9,26425.72,9.49,1.117
2022-03-17,Kosovo,1800000,324,475987,4,5316,871,171777,302.9,26443.72,9.54,1.117
2022-03-18,Kosovo,1800000,296,476283,3,5319,814,172591,295.7,26460.17,9.59,1.117
2022-03-19,Kosovo,1800000,318,476601,3,5322,866,173457,300.4,26477.83,9.64,1.117
2022-03-20,Kosovo,1800000,324,476925,4,5326,865,174322,304.6,26495.83,9.68,1.117
2022-03-21,Kosovo,1800000,313,477238,3,5329,956,175278,309.0,26513.22,9.74,1.117
2022-03-22,Kosovo,1800000,330,477568,3,5332,1010,176288,311.1,26531.56,9.79,1.116
2022-03-23,Kosovo,1800000,317,477885,3,5335,1025,177313,317.4,26549.17,9.85,1.116
2022-03-24,Kosovo,1800000,340,478225,4,5339,892,178205,319.7,26568.06,9.9,1.116
2022-03-25,Kosovo,1800000,294,478519,3,5342,761,178966,319.4,26584.39,9.94,1.116
2022-03-26,Kosovo,1800000,309,478828,4,5346,870,179836,318.1,26601.56,9.99,1.116
2022-03-27,Kosovo,1800000,369,479197,4,5350,995,180831,324.6,26622.06,10.05,1.116
2022-03-28,Kosovo,1800000,319,479516,3,5353,984,181815,325.4,26639.78,10.1,1.116
2022-03-29,Kosovo,1800000,328,479844,4,5357,1031,182846,325.1,26658.0,10.16,1.116
2022-03-30,Kosovo,1800000,317,480161,3,5360,998,183844,325.1,26675.61,10.21,1.116
2022-03-31,Kosovo,1800000,342,480503,4,5364,1014,184858,325.4,26694.61,10.27,1.116
2022-04-01,Kosovo,1800000,332,480835,2,5366,923,185781,330.9,26713.06,10.32,1.116
2022-04-02,Kosovo,1800000,356,481191,4,5370,959,186740,337.6,26732.83,10.37,1.116
2022-04-03,Kosovo,1800000,307,481498,3,5373,812,187552,328.7,26749.89,10.42,1.116
2022-04-04,Kosovo,1800000,342,481840,3,5376,806,188358,332.0,26768.89,10.46,1.116
2022-04-05,Kosovo,1800000,339,482179,4,5380,814,189172,333.6,26787.72,10.51,1.116
2022-04-06,Kosovo,1800000,331,482510,4,5384,762,189934,335.6,26806.11,10.55,1.116
2022-04-07,Kosovo,1800000,336,482846,4,5388,948,190882,334.7,26824.78,10.6,1.116
2022-04-08,Kosovo,1800000,332,483178,4,5392,934,191816,334.7,26843.22,10.66,1.116
2022-04-09,Kosovo,1800000,321,483499,3,5395,744,192560,329.7,26861.06,10.7,1.116
2022-04-10,Kosovo,1800000,292,483791,2,5397,741,193301,327.6,26877.28,10.74,1.116
2022-04-11,Kosovo,1800000,308,484099,3,5400,1010,194311,322.7,26894.39,10.8,1.115
2022-04-12,Kosovo,1800000,323,484422,4,5404,829,195140,320.4,26912.33,10.84,1.116
2022-04-13,Kosovo,1800000,322,484744,3,5407,1010,196150,319.1,26930.22,10.9,1.115
2022-04-14,Kosovo,1800000,319,485063,3,5410,751,196901,316.7,26947.94,10.94,1.115
2022-04-15,Kosovo,1800000,294,485357,3,5413,811,197712,311.3,26964.28,10.98,1.115
2022-04-16,Kosovo,1800000,338,485695,3,5416,1066,198778,313.7,26983.06,11.04,1.115
2022-04-17,Kosovo,1800000,338,486033,3,5419,847,199625,320.3,27001.83,11.09,1.115
2022-04-18,Kosovo,1800000,295,486328,3,5422,965,200590,318.4,27018.22,11.14,1.115
2022-04-19,Kosovo,1800000,324,486652,3,5425,864,201454,318.6,27036.22,11.19,1.115
2022-04-20,Kosovo,1800000,308,486960,3,5428,1061,202515,316.6,27053.33,11.25,1.115
2022-04-21,Kosovo,1800000,271,487231,3,5431,952,203467,309.7,27068.39,11.3,1.115
2022-04-22,Kosovo,1800000,317,487548,3,5434,990,204457,313.0,27086.0,11.36,1.115
2022-04-23,Kosovo,1800000,346,487894,3,5437,1044,205501,314.1,27105.22,11.42,1.114
2022-04-24,Kosovo,1800000,339,488233,4,5441,934,206435,314.3,27124.06,11.47,1.114
2022-04-25,Kosovo,1800000,346,488579,3,5444,844,207279,321.6,27143.28,11.52,1.114
2022-04-26,Kosovo,1800000,309,488888,3,5447,794,208073,319.4,27160.44,11.56,1.114
2022-04-27,Kosovo,1800000,335,489223,4,5451,1026,209099,323.3,27179.06,11.62,1.114
2022-04-28,Kosovo,1800000,337,489560,4,5455,851,209950,332.7,27197.78,11.66,1.114
2022-04-29,Kosovo,1800000,345,489905,4,5459,1064,211014,336.7,27216.94,11.72,1.114
2022-04-30,Kosovo,1800000,339,490244,4,5463,789,211803,335.7,27235.78,11.77,1.114
2022-05-01,Kosovo,1800000,333,490577,3,5466,1070,212873,334.9,27254.28,11.83,1.114
2022-05-02,Kosovo,1800000,378,490955,4,5470,1091,213964,339.4,27275.28,11.89,1.114
2022-05-03,Kosovo,1800000,378,491333,4,5474,899,214863,349.3,27296.28,11.94,1.114
2022-05-04,Kosovo,1800000,364,491697,5,5479,905,215768,353.4,27316.5,11.99,1.114
2022-05-05,Kosovo,1800000,394,492091,5,5484,761,216529,361.6,27338.39,12.03,1.114
2022-05-06,Kosovo,1800000,380,492471,4,5488,1015,217544,366.6,27359.5,12.09,1.114
2022-05-07,Kosovo,1800000,375,492846,4,5492,877,218421,371.7,27380.33,12.13,1.114
2022-05-08,Kosovo,1800000,380,493226,4,5496,1011,219432,378.4,27401.44,12.19,1.114
2022-05-09,Kosovo,1800000,376,493602,4,5500,1133,220565,378.1,27422.33,12.25,1.114
2022-05-10,Kosovo,1800000,330,493932,3,5503,944,221509,371.3,27440.67,12.31,1.114
2022-05-11,Kosovo,1800000,373,494305,3,5506,912,222421,372.6,27461.39,12.36,1.114
